t_norm,loss,rel_l2_error
0.0,0.01,1.2
0.006211180124223602,0.0033,0.75
0.012422360248447204,0.0048,0.72
0.018633540372670808,0.0082,0.61
0.024844720496894408,0.007,0.59
0.031055900621118012,0.004,0.54
0.037267080745341616,0.0065,0.46
0.043478260869565216,0.0058,0.42
0.049689440993788817,0.0073,0.38
0.055900621118012424,0.0059,0.34
0.062111801242236024,0.0025,0.32
0.06832298136645963,0.0046,0.29
0.07453416149068323,0.0024,0.3
0.08074534161490683,0.0018,0.27
0.08695652173913043,0.0037,0.25
0.09316770186335403,0.0028,0.24
0.09937888198757763,0.0015,0.24
0.10559006211180125,0.0016,0.22
0.11180124223602485,0.0022,0.23
0.11801242236024845,0.0026,0.22
0.12422360248447205,0.0017,0.2
0.13043478260869565,0.00073,0.19
0.13664596273291926,0.001,0.22
0.14285714285714285,0.00083,0.2
0.14906832298136646,0.0022,0.18
0.15527950310559005,0.00097,0.18
0.16149068322981366,0.0015,0.18
0.16770186335403728,0.00061,0.21
0.17391304347826086,0.0009,0.17
0.18012422360248448,0.00064,0.17
0.18633540372670807,0.0017,0.16
0.19254658385093168,0.00046,0.17
0.19875776397515527,0.00085,0.16
0.20496894409937888,0.00044,0.14
0.2111801242236025,0.00039,0.15
0.21739130434782608,0.00054,0.15
0.2236024844720497,0.001,0.15
0.22981366459627328,0.0005,0.15
0.2360248447204969,0.00042,0.13
0.2422360248447205,0.0004,0.13
0.2484472049689441,0.00061,0.13
0.2546583850931677,0.00054,0.12
0.2608695652173913,0.00086,0.16
0.2670807453416149,0.00083,0.13
0.2732919254658385,0.00022,0.13
0.2795031055900621,0.00071,0.12
0.2857142857142857,0.00046,0.11
0.2919254658385093,0.00042,0.12
0.2981366459627329,0.00031,0.12
0.30434782608695654,0.00046,0.11
0.3105590062111801,0.00011,0.13
0.3167701863354037,0.00035,0.11
0.32298136645962733,0.00012,0.11
0.32919254658385094,0.00024,0.11
0.33540372670807456,0.00027,0.1
0.3416149068322981,0.0002,0.1
