t_norm,loss,rel_l2_error
0.0,0.039,1.2
0.009615384615384616,0.0019,0.49
0.019230769230769232,0.0019,0.38
0.028846153846153848,0.0013,0.37
0.038461538461538464,0.00073,0.36
0.04807692307692308,0.00081,0.31
0.057692307692307696,0.00091,0.32
0.0673076923076923,0.00048,0.3
0.07692307692307693,0.00058,0.25
0.08653846153846154,0.0005,0.24
0.09615384615384616,0.00029,0.21
0.10576923076923077,0.00026,0.2
0.11538461538461539,0.00035,0.14
0.125,0.00024,0.12
0.1346153846153846,0.00016,0.1
0.14423076923076922,0.00018,0.073
0.15384615384615385,5.7e-05,0.055
0.16346153846153846,6.3e-05,0.042
0.17307692307692307,4.3e-05,0.03
0.18269230769230768,3.4e-05,0.028
0.19230769230769232,3.5e-05,0.033
0.20192307692307693,4.5e-05,0.021
0.21153846153846154,4.5e-05,0.026
0.22115384615384615,3e-05,0.022
0.23076923076923078,3e-05,0.023
0.2403846153846154,7.2e-05,0.019
0.25,2.7e-05,0.013
0.25961538461538464,3.1e-05,0.015
0.2692307692307692,1.8e-05,0.015
0.27884615384615385,1.5e-05,0.013
0.28846153846153844,4.3e-05,0.014
0.2980769230769231,2.5e-05,0.013
0.3076923076923077,1.7e-05,0.015
0.3173076923076923,2.2e-05,0.012
0.3269230769230769,1.9e-05,0.019
0.33653846153846156,6.2e-06,0.015
0.34615384615384615,2.5e-05,0.013
0.3557692307692308,1.7e-05,0.01
0.36538461538461536,1.3e-05,0.019
0.375,8.6e-06,0.0083
0.38461538461538464,7.3e-06,0.016
0.3942307692307692,9.9e-06,0.019
0.40384615384615385,1.9e-05,0.017
0.41346153846153844,2.4e-05,0.011
0.4230769230769231,1e-05,0.011
0.4326923076923077,1.5e-05,0.0076
0.4423076923076923,5.9e-06,0.0096
0.4519230769230769,5.6e-06,0.013
0.46153846153846156,2.3e-05,0.024
0.47115384615384615,4.7e-06,0.011
0.4807692307692308,3.2e-05,0.028
0.49038461538461536,3e-06,0.0094
0.5,9.9e-06,0.011
0.5096153846153846,2.6e-06,0.006
0.5192307692307693,2e-06,0.0079
0.5288461538461539,6.7e-06,0.012
0.5384615384615384,1.4e-05,0.013
0.5480769230769231,5e-06,0.0084
0.5576923076923077,2.9e-06,0.0094
0.5673076923076923,4.3e-05,0.011
0.5769230769230769,2.2e-06,0.0077
0.5865384615384616,6.3e-06,0.013
0.5961538461538461,2.5e-06,0.0081
0.6057692307692307,2.5e-06,0.0064
0.6153846153846154,2.9e-06,0.0053
0.625,2.8e-06,0.0089
0.6346153846153846,2.5e-06,0.0074
0.6442307692307693,1e-05,0.011
0.6538461538461539,4.6e-05,0.026
0.6634615384615384,1.6e-06,0.0045
0.6730769230769231,1.3e-06,0.0061
0.6826923076923077,1.4e-06,0.0051
0.6923076923076923,3.7e-06,0.0043
0.7019230769230769,1.3e-06,0.0056
0.7115384615384616,3e-06,0.008
0.7211538461538461,2e-06,0.01
0.7307692307692307,7.4e-06,0.028
0.7403846153846154,4.3e-06,0.0084
0.75,1.4e-06,0.0052
0.7596153846153846,4.4e-06,0.015
0.7692307692307693,1.6e-05,0.016
0.7788461538461539,9.1e-07,0.0061
0.7884615384615384,1.5e-06,0.0099
0.7980769230769231,1e-06,0.0065
0.8076923076923077,5.1e-06,0.012
0.8173076923076923,9.5e-06,0.011
0.8269230769230769,9.4e-07,0.0043
0.8365384615384616,1.7e-06,0.0087
0.8461538461538461,1.1e-06,0.0058
0.8557692307692307,7.1e-06,0.014
0.8653846153846154,1.6e-06,0.011
0.875,1.7e-06,0.0058
0.8846153846153846,2e-06,0.0048
0.8942307692307693,1e-06,0.0048
0.9038461538461539,3.1e-06,0.0055
0.9134615384615384,1.1e-06,0.0042
0.9230769230769231,1.6e-05,0.015
0.9326923076923077,1.1e-06,0.0038
0.9423076923076923,7.8e-06,0.015
0.9519230769230769,1e-06,0.0047
0.9615384615384616,1.352515e-06,
0.9616346153846154,1.264838e-06,0.004199124
0.9711538461538461,4.581027e-07,0.001248531
0.9807692307692307,3.04975e-07,0.0009231984
0.9903846153846154,1.776093e-07,0.0007981466
1.0,9.539255e-08,0.0006564701
